PuzzleId,FEN,Moves,Rating,Themes
2Ojdy,r6r/1b1nbkNp/p2p1n1B/q7/Np6/6Q1/PPP2PPP/3RR1K1 b - - 2 19,h8g8 e1e7 f7e7 g3d6 e7f7 d6e6 f7g6 d1d7,2073,advantage attraction discoveredAttack exposedKing middlegame pin veryLong
2OksJ,r2qkb1r/pppb1ppp/2n2n2/4p1N1/2Q5/2N3P1/PP1PPPBP/R1B1K2R b KQkq - 0 8,f8e7 c4f7,541,attackingF2F7 mate mateIn1 oneMove opening
2Om36,r1b2rk1/pp1p1pp1/4p2p/8/6q1/4P3/3Q1PPP/1R2KBNR w K - 1 16,g2g3 g4e4 f1d3 e4h1,1358,crushing fork middlegame pin short trappedPiece
2Oq4G,2k5/ppp2rpp/4R3/3P4/6PB/2P4b/PK6/8 b - - 0 27,h3g4 e6e8 c8d7 e8d8,1096,endgame mate mateIn2 operaMate short
2OqIx,1r1qk2r/1pb2pp1/p3pnp1/8/2NPB3/2P2QP1/PP4PP/R4RK1 b k - 4 18,f6e4 f3f7,667,attackingF2F7 mate mateIn1 middlegame oneMove
2OqLh,2kr1bnr/ppp1pppp/8/3N4/8/5Q2/P1Pq1PPP/R2R2K1 b - - 1 13,d2a5 f3f5 e7e6 d5e7,2039,advantage middlegame short
2OwxB,2r4k/7b/p3Bp2/n7/P2N4/4PP1P/1r4P1/R5K1 b - - 8 33,a5c6 e6c8 c6d4 e3d4,1927,crushing hangingPiece middlegame short
2OyxS,k6r/pp3pp1/2p3b1/3r4/2nP2BB/1N6/PP3P2/R3R1K1 b - - 0 24,h8h4 e1e8 d5d8 e8d8,565,backRankMate mate mateIn2 middlegame short
2P1si,8/8/5kp1/3p4/r7/8/8/3K1BR1 w - - 5 68,f1d3 a4a1 d1c2 a1g1,870,crushing endgame short skewer
2P9ac,5rk1/1p3q2/p1p4p/2P1Q3/6p1/1P1BR3/P5PP/6K1 w - - 1 28,g1h1 f7f1 d3f1 f8f1,859,backRankMate endgame mate mateIn2 sacrifice short
2PGum,8/5N2/p3k2p/5np1/8/7P/P5PK/8 w - - 2 37,g2g4 e6f7 g4f5 f7f6 h2g3 f6f5,1364,crushing endgame knightEndgame long
2PHD6,r4rk1/pp2bppp/3q1nn1/1Q1p4/2p5/P1N1PN1P/1PP2PP1/R1B2RK1 w - - 1 16,b5b7 f8b8 b7b4 b8b4,1534,crushing middlegame short trappedPiece
2PYZB,5b2/5pkp/p3b1p1/1p1p1p2/3P4/1PN1P1P1/P4PBP/6K1 w - - 3 27,g2d5 b5b4 c3b1 e6d5,1708,crushing endgame master short
2Pbwb,1r2r1k1/1b1qpp1p/p5p1/2pN4/4P1N1/1P5P/PQ3PP1/4R1K1 b - - 1 24,b7d5 g4h6 g8f8 b2h8,1156,kingsideAttack mate mateIn2 middlegame short
2PjiN,r3k2r/p1pbbpp1/2p2n2/4pq1p/5N2/3PBB1P/PPP2PP1/R2QK2R w KQkq - 0 14,g2g4 h5g4 h3g4 h8h1,1386,crushing discoveredAttack middlegame short
2PlsC,2r3k1/6R1/p3p3/1p1bN3/3P1Q1q/8/PP3P1P/6K1 b - - 0 25,g8g7 f4f7 g7h8 e5g6,958,cornerMate endgame mate mateIn2 short
2Plys,r4br1/6p1/p2k2p1/8/3P4/2N4P/PP1B2P1/5RK1 b - - 0 21,a8b8 d2f4 d6d7 f4b8,1114,crushing endgame short skewer
2Pv6C,3k4/8/2R5/PpPp4/3P3p/K5p1/8/1r6 b - - 2 53,b1b3 a3b3 g3g2 c6g6 h4h3 a5a6,1675,crushing endgame hangingPiece long rookEndgame
2PwCx,r5k1/pp3ppp/3r1b2/1N1Pp3/1P6/6Pb/4NP1P/R3R1K1 b - - 1 22,d6d5 b5c7 d5d8 c7a8,1142,equality fork middlegame short
2Q4xu,r1b1k1nr/pppp1ppp/5q2/2b1p3/4P1Q1/1PN5/1PPP1PPP/R1B1K1NR w KQkq - 1 7,c3d5 f6f2 e1d1 f2f1,1020,attackingF2F7 mate mateIn2 opening short
2QA2B,8/5Q2/pqp5/1p1kp3/8/8/P5PP/7K b - - 2 37,d5c5 f7f2 c5b4 f2b6,1308,crushing deflection endgame queenEndgame short skewer
2QHTe,4r1k1/4Qp1p/6pP/1p2p1q1/pB4b1/P7/1PP5/1K1R3R b - - 1 31,e8e7 d1d8 e7e8 d8e8,932,endgame mate mateIn2 short
2QJLQ,8/2Pb1kp1/7p/8/R3p3/1p2P1P1/P6P/6K1 w - - 1 42,a4b4 b3a2 b4a4 d7a4 c7c8q a2a1q,1167,advancedPawn crushing endgame long promotion
2QLf1,2br1rk1/ppq3pp/2p5/2Pp1p2/1P1N2nb/P2PP1P1/5PBP/R2Q1RK1 w - - 0 18,g3h4 c7h2,596,kingsideAttack mate mateIn1 middlegame oneMove
2QPGJ,6k1/p4pp1/1p1Np2p/2pnP1q1/2P5/P4Q1P/5PPB/6K1 w - - 2 30,c4d5 g5c1 f3d1 c1d1,812,backRankMate endgame mate mateIn2 short
2QUft,5rk1/pb4p1/1p2p2p/2bqB3/8/P2B4/1PP1Q1PP/R6K w - - 4 20,a1d1 f8f2 e2f2 c5f2 d3h7 g8h7,1473,crushing long middlegame
2Qdcr,8/8/7p/1pP2Ppk/6p1/6K1/8/8 b - - 0 53,b5b4 c5c6 b4b3 c6c7 b3b2 c7c8q b2b1q c8e8,1253,advancedPawn endgame mate mateIn4 pawnEndgame promotion veryLong
2QntB,r1bqkb1r/1p1pnppp/p3p3/8/N2BP3/8/PPP2PPP/R2QKB1R b KQkq - 0 8,b7b5 d4b6 b5a4 b6d8,1217,crushing opening short trappedPiece
2QzEp,2r2bk1/p3R1p1/2P1q1p1/8/3Q1p2/P6P/1B3KP1/2R5 b - - 0 34,f8e7 d4g7,743,endgame master masterVsMaster mate mateIn1 oneMove
2RWkh,r7/pp3kp1/2nbpq1r/3p1p2/3P4/2PB1R1P/PPQ2PP1/4R1K1 b - - 12 25,a8h8 d3f5 e6f5 f3f5 c6e7 f5f6,1573,advantage long middlegame pin
2RX8j,r1b1r1k1/5ppp/1n2q3/3p2R1/pP1P4/2P3N1/BP3PPP/R1BQ2K1 w - - 3 23,g3h5 e6e1 d1e1 e8e1,714,backRankMate mate mateIn2 middlegame short
2ReVd,5k2/6bQ/6P1/5b2/P1p5/3p4/3K4/8 w - - 1 51,a4a5 c4c3 d2e3 c3c2 e3d2 g7c3 d2c3 c2c1q,1567,advancedPawn attraction crushing deflection endgame exposedKing promotion veryLong
2RkGd,4R3/6p1/7p/K2k4/1P6/7P/P7/3q4 b - - 1 57,d5c4 e8c8 c4d3 c8d8 d3e2 d8d1,1134,crushing endgame long queenRookEndgame skewer
2Roek,1r3k2/5Ppp/7q/3Pp3/1p1b4/1Q6/PpP1R3/1K1R4 w - - 0 35,d1d4 h6c1,1481,endgame master mate mateIn1 oneMove
2Rq0b,r1bk1b1r/1ppp1ppp/p1n5/3NP3/4P1n1/2P2N2/Pq1B1PPP/R2QKB1R w KQ - 1 10,d2f4 b2f2,964,attackingF2F7 mate mateIn1 oneMove opening
2RyGA,1B3Qk1/pp3ppp/2p5/5p2/8/5q2/PPP2P2/4R1K1 b - - 0 28,g8f8 b8d6 f8g8 e1e8,848,backRankMate endgame mate mateIn2 short
2S5VJ,r2qkb1r/pp1bpppp/2n2n2/2p1N3/2BP4/2P5/PP3PPP/RNBQK2R b KQkq - 2 7,c5d4 c4f7,1001,attackingF2F7 mate mateIn1 oneMove opening
2SKwI,6k1/p3q2p/1p4p1/3p4/1P1P2n1/P2P4/2rB2PP/1R3QK1 w - - 1 25,f1d1 e7h4 d1c2 h4h2 g1f1 h2h1 f1e2 h1g2,2040,crushing deflection endgame master masterVsMaster sacrifice veryLong
2SM63,6k1/1p1r1p2/pR1P3p/2P1p3/P7/1P5P/b4PPK/8 b - - 0 36,a2b1 b6b7 d7b7 c5c6 b7b6 d6d7 b6c6 d7d8q,2090,advancedPawn crushing endgame promotion sacrifice veryLong
2SY3A,r6r/p3n2p/k1pQ2p1/8/2B5/2q5/P5PP/1R4K1 b - - 7 27,c3c4 d6a3 c4a4 a3a4,1168,endgame fork mate mateIn2 short
2Sc8N,r3kb1r/pR1n1p2/2Q1p1p1/4P2p/P1p2P2/4q1PP/8/1R3B1K b kq - 1 21,e3d4 b7d7 d4d7 c6a8,1989,crushing discoveredAttack master masterVsMaster middlegame short
2Scf6,2r3k1/5p1p/4p1p1/1p1p4/p1nq2P1/P6P/1PQ2P2/K1R2B2 b - - 3 30,d4d2 c2d2 c4d2 c1c8,1201,crushing discoveredAttack endgame short
2SvZ8,4rr1k/p1Q3pp/1p1p4/4q3/1PP5/P3p3/5PPP/2R1R1K1 w - - 0 24,e1e3 e5f4 c1f1 e8e3,2036,crushing discoveredAttack endgame short
2T1Qx,7r/pp1b2k1/3p1pP1/2pP4/2P1P2q/P2Q4/1P4P1/R4RK1 w - - 2 27,d3f3 h4h2 g1f2 h8h3 f1h1 h3f3,2347,advantage clearance endgame kingsideAttack long pin
2T4Fq,2br2k1/pp3R1p/1np1p1p1/4N3/2PP4/5Q2/PP4PP/2qB2K1 b - - 7 22,b6c4 f7g7 g8g7 f3f7 g7h6 e5g4,1737,attraction crushing kingsideAttack long middlegame sacrifice
2T5lb,4k3/5pp1/p7/1p1P4/5b2/PQN2qp1/1PK2P2/5R2 w - - 0 34,c3d1 f3e2 c2b1 e2f1,1467,advantage endgame fork short
2T6NC,7k/1pp3p1/p2p3p/4pr2/1PB2b2/P1P2P1q/4QR2/R5K1 w - - 4 33,c4e6 f5g5 e6g4 h6h5,1813,crushing middlegame pin short
2T8Wa,2r2rk1/p4p1p/8/5p2/2N4P/1P6/PB6/1K1Rb3 b - - 1 29,e1h4 d1g1 h4g3 g1g3,1030,endgame mate mateIn2 pillsburysMate short
2T9Qm,1k1r2nr/2p2p2/1p1p2q1/b2Np1pp/P1PnP1B1/3P4/1Q3PPP/1RB2RK1 w - - 0 18,d5b6 h5g4 b6d5 b8c8,2345,crushing defensiveMove hangingPiece middlegame short
2T9Xs,8/2R4P/4p1Pr/6K1/8/3kp3/2p5/8 b - - 1 64,h6h1 g6g7 h1h7 g7g8q h7c7 g8d8 c7d7 d8d7,2121,advancedPawn crushing endgame fork promotion rookEndgame veryLong
2TCA8,r3brk1/1pq4p/2p1pb2/p2p1p2/2P2P1Q/1PNBP3/PB1P4/2K3R1 b - - 4 22,g8h8 h4f6 f8f6 c3d5,2081,crushing kingsideAttack master middlegame pin sacrifice short
2TFHM,r1b2rk1/3pnpp1/pqpb3p/1p2P3/4P1n1/2P2NN1/PPB2PPP/R1BQK2R w KQ - 1 13,d1d4 d6c5 d4d2 c5f2,1531,advantage attackingF2F7 opening short
2TRhY,r3r1k1/p2n2pp/1p1BP1n1/2P2Q2/5P2/5q2/P4PRP/7K b - - 3 27,g6h4 f5f7 g8h8 f7g7,1324,fork mate mateIn2 middlegame short
2TTAZ,5rk1/1p3ppp/3p4/p7/Pp1qPPQ1/2r5/6PP/2R2R1K b - - 2 27,f8c8 g4c8 c3c8 c1c8,1408,backRankMate endgame mate mateIn2 short xRayAttack
2TURu,2r5/4nkpp/p1NKp3/1p3p2/1P6/2PR2P1/P4P1P/8 w - - 6 30,c6e7 c8d8 d6c7 d8d3,1112,advantage endgame short skewer
2TWXL,b3r1k1/5pbp/6p1/p2p4/P7/1Bq1BQP1/2P2P1P/3R2K1 w - - 3 29,d1d3 c3e1 g1g2 d5d4 b3f7 g8h8,1479,advantage long middlegame pin
2TdEX,4r1k1/2pbrppp/p1pb4/3p3n/3P4/2N2PPq/PPP2B1P/R1NQR1K1 w - - 13 17,c1d3 h5g3 h2g3 d6g3 f2g3 h3g3,2204,crushing kingsideAttack long middlegame
2TgR3,1r4k1/p2p1pbp/3Pp1p1/3n4/B1pQPB2/q1N2P2/P1P3PP/4K1NR w K - 1 19,d4a7 a3c3 e1f2 g7d4 a7d4 c3d4,1899,crushing exposedKing fork hangingPiece long middlegame
2TjF9,r2qk1nr/1b3ppp/2n1p3/p7/Pp6/1B2bQ2/1PPN2PP/RNB2R1K b kq - 3 14,e3d2 f3f7,864,attackingF2F7 mate mateIn1 oneMove opening
2ToYS,1rb1r1k1/1pp1n1bp/p1n1p1p1/5p2/1PN1N3/P2qP1P1/2R2PBP/2QR2K1 b - - 1 21,d3b3 e4c5 b3c2 c1c2,1692,advantage middlegame short trappedPiece
2TsEh,8/8/p1p1k2K/Pp5P/1P6/8/8/8 b - - 0 43,e6f7 h6g5 c6c5 b4c5 b5b4 c5c6 b4b3 c6c7 b3b2 c7c8q,2046,advancedPawn crushing endgame pawnEndgame promotion veryLong
2Tt8o,8/8/2p3p1/2P2k1p/2KP1p1P/5P2/8/8 b - - 4 37,g6g5 d4d5 g5h4 d5c6 f5e6 c4b5 h4h3 b5b6 h3h2 c6c7 h2h1q c7c8q,2225,advancedPawn crushing endgame pawnEndgame promotion veryLong
2U4EZ,4r1k1/ppq1r1p1/5n1p/3p1B2/3PP1PP/PQ3P1R/3n4/2R1K3 w - - 0 25,c1c7 d2b3 c7e7 e8e7,1219,advantage hangingPiece master middlegame short
2UTFl,rn2kb1r/2p1pppp/p7/1pqP4/4n1b1/1B4Q1/PPPP1PPP/R1B1K1NR w KQkq - 0 9,g3g4 c5f2 e1d1 f2f1,1180,attackingF2F7 mate mateIn2 opening short
2UU4Y,4n3/1b6/1Npk2p1/1p1p1p1p/1P1P1P1P/P2K1BP1/8/8 w - - 7 41,d3c3 d6c7 b6d5 c6d5,1673,advantage endgame short trappedPiece
2UWrX,8/1p6/p5k1/P1PpB1p1/3Pnp2/8/3r2PK/7Q w - - 0 47,h1b1 f4f3 h2h3 d2g2 b1d3 g5g4 h3h4 g2g1,2545,crushing defensiveMove endgame master masterVsMaster pin veryLong
2Ub5H,3r3k/p2r4/1p2Rq2/2p2P1p/3p1Qb1/P2B4/1P4P1/6K1 b - - 0 33,f6f8 e6h6 d7h7 f4e5 f8g7 h6h7 h8h7 f5f6,2217,crushing discoveredAttack exposedKing middlegame pin veryLong
2V7In,5rk1/p7/1pp1p3/4P1q1/2Pp3p/1Q4N1/PP2K3/6R1 w - - 0 36,e2d1 d4d3 b3d3 f8d8 d3d8 g5d8,2551,advantage endgame long master pin
2VA8p,3B4/p6p/k2p4/3pp1P1/8/2RKP1NP/r7/1R6 w - - 6 33,g3e2 e5e4 d3d4 a2d2 c3d3 d2d3,1719,endgame fork long mate mateIn3
2VD0N,8/3k4/1p6/pb1p4/3P4/2K2R2/1PPNr3/8 w - - 1 44,f3f6 e2e3,945,endgame mate mateIn1 oneMove
2VFQF,2kr3r/pp1n1ppp/3B1n2/8/8/5P2/PP3P1P/2KR1B1R b - - 0 17,b7b6 f1a6,1383,bodenMate mate mateIn1 middlegame oneMove
2VIYG,8/r1k2p1p/1N1n1p2/p2Rp3/4P3/5P2/5KPP/8 w - - 20 36,d5d6 c7d6 b6c8 d6c5 c8a7 a5a4,2240,crushing defensiveMove endgame hangingPiece long
2VMHK,r2qkbnr/ppp2ppp/2np4/4N3/2B1P1b1/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7,g4d1 c4f7 e8e7 c3d5,1309,attackingF2F7 mate mateIn2 opening short
2VVVc,8/6pk/8/1p1P4/1P5p/3R3P/1r5r/2R2K2 w - - 6 42,d5d6 h2h1,1362,endgame mate mateIn1 oneMove rookEndgame
2VWee,rnbqkbnr/1p1ppppp/p7/8/2B1P3/8/PB1N1PPP/R2QK1NR b KQkq - 1 6,b7b5 c4f7 e8f7 d1h5 g7g6 h5d5 e7e6 d5a8,1875,advantage attackingF2F7 attraction fork opening sacrifice veryLong
2VdCc,8/pp3kpQ/4p1rp/1b6/1P3P2/1B6/P2rRP1P/5K2 w - - 5 32,b3e6 f7f6 f2f3 d2e2,2389,crushing defensiveMove endgame pin short
2Vhoq,5rrk/pp3Qp1/2p4R/4P1P1/8/P2Bn3/1PPq2PP/6RK b - - 0 24,g7h6 f7h7,789,mate mateIn1 middlegame oneMove
2VjGz,2r4k/5ppb/Q1Nq3p/P6P/4P1P1/3p1P2/3R2K1/8 w - - 4 41,c6b4 d6a6 b4a6 c8c2,1822,advantage endgame pin short
2Vliw,8/3b1k1r/p3pr1P/P2p4/2p1P3/2Pn1N2/4K2R/R1B5 b - - 2 32,d5e4 f3g5 f7g8 g5h7,1173,advantage fork middlegame short
2VoWl,7k/p5pp/1p6/8/2P5/P1P2Q1P/1PKR4/5q2 b - - 0 28,f1f3 d2d8 f3f8 d8f8,591,backRankMate endgame mate mateIn2 queenRookEndgame short
2Vym0,8/p5r1/1pp1k3/4p2Q/8/P3Br2/6P1/1q2N1KR w - - 4 43,h5f3 b1e1 f3f1 e1e3,1091,advantage deflection endgame hangingPiece short
2W3fM,3r2k1/pp2qpbp/2p3p1/3rn3/3N4/1P2P2P/PB1RQPP1/3R2K1 b - - 3 18,c6c5 d4f5 g6f5 d2d5 d8d5 d1d5,1610,crushing discoveredAttack long master middlegame
2W9vL,8/8/2p5/4P1kP/3PKpP1/8/1p6/1B1b4 w - - 3 56,h5h6 d1g4 e4d3 g4f5 d3c3 f5b1,2022,bishopEndgame crushing endgame long skewer
2WC9J,rn2r1k1/ppN3p1/4b2p/2p1P3/3q4/3B1QP1/PP5P/R3K2R b KQ - 1 19,d4e5 f3e4 e5e4 d3e4 e8e7 c7a8,1914,advantage defensiveMove long middlegame trappedPiece
2WCtW,3q1rk1/p3R1p1/2p4p/3b1B2/3p1P1Q/P6P/1PP2P2/6K1 b - - 0 35,f8f5 e7g7 g8g7 h4d8,1016,advantage discoveredAttack endgame short
2WLnY,8/6pp/8/k3pp2/P7/4PK2/6PP/8 w - - 4 41,g2g4 g7g6 g4f5 g6f5 f3e2 a5a4,1852,crushing endgame long pawnEndgame quietMove
2WMZR,3q3k/2Q3pp/5r2/5p2/8/1P1P2P1/1PP3PP/4R1K1 b - - 0 26,d8c7 e1e8 f6f8 e8f8,615,backRankMate endgame mate mateIn2 queenRookEndgame short
2WeNy,3r3k/1R5p/6p1/pp3p2/8/P7/1P1rRPPP/5K2 b - - 1 29,d8d5 e2e8,877,endgame mate mateIn1 oneMove rookEndgame
2WeuR,3rr1k1/5p1p/p4p2/1p2b3/8/1P3N2/P4PPP/1R2R1K1 w - - 4 23,e1e4 e5h2 g1h2 e8e4,1377,crushing discoveredAttack endgame short
2WfJk,8/2pr3p/3pN1p1/3Pk3/1RP5/3b4/P5PP/6K1 b - - 0 30,d3c4 b4c4 e5d5 c4c7 d5e6 c7d7,1702,advantage endgame hangingPiece long
2Wihr,8/7R/4k1K1/8/8/8/8/6r1 w - - 5 63,g6h6 e6f6 h6h5 g1h1 h5g4 h1h7,1610,crushing endgame long rookEndgame skewer
2WlWz,1n3rk1/5pR1/7p/2p5/2B1P3/2PP4/PPQ4K/R1B1qr2 b - - 0 32,g8g7 c1h6 g7h6 a1e1,2045,crushing discoveredAttack middlegame short
2WsoS,8/4k3/6P1/K7/P3p3/8/8/8 w - - 0 48,a5b6 e4e3 a4a5 e3e2 g6g7 e7f7 a5a6 e2e1q g7g8q f7g8,1384,advancedPawn crushing endgame pawnEndgame promotion veryLong
2WysX,3r3k/6pp/R4p2/p7/8/1P6/2p3PP/2R4K w - - 2 34,c1c2 d8d1,572,backRankMate endgame mate mateIn1 oneMove rookEndgame
2X0bF,3n3k/1q2b1p1/6b1/6Pp/P1Q5/3rBP2/1P5P/2R1R1K1 w - - 1 34,c1d1 d3d1 e1d1 b7f3 d1d8 e7d8,1667,crushing fork long master masterVsMaster middlegame
2X6V1,8/3q1pk1/1p1P2p1/p7/P2Q4/1P6/2K5/8 b - - 2 52,g7f8 d4h8,790,endgame master mate mateIn1 oneMove queenEndgame
2X6a3,2r2rk1/1b3p1p/p1q3p1/2b1pPQN/2B3P1/P3p2P/1PP4K/R5R1 b - - 1 27,c6f3 a1f1 e3e2 f1f3 c5g1 h2g1 e2e1q f3f1,2261,crushing middlegame pin veryLong
2XDJo,8/r7/4P3/4k3/p3Pp2/5P1K/8/7R w - - 3 54,h3g4 a7g7 g4h3 g7h7 h3g2 h7h1,1577,crushing endgame long rookEndgame
2XgGz,2q5/6k1/8/4Q3/3P4/3K4/2p5/8 b - - 1 74,g7f8 e5h8 f8e7 h8c8 c2c1q c8c1,1877,crushing endgame long queenEndgame skewer
2XhT0,r1bq1rk1/ppp1n1bp/2n2pp1/1B1Pp3/8/2PPBN2/PP3PPP/RN1Q1RK1 b - - 0 9,d8d5 b5c4 d5c4 d3c4,1290,crushing opening pin short
2Xm5x,r1bq1r1k/pp2p2p/7P/n1pP2Q1/4P3/8/P3BPP1/1R2K2R b K - 0 17,d8d6 g5g7,771,mate mateIn1 middlegame oneMove
2XnWW,8/pp6/5p2/1P2p3/4Pk2/1R3P2/2r1BN1p/4K3 w - - 4 71,e2d1 c2f2 e1f2 h2h1q,1304,advancedPawn advantage attackingF2F7 endgame promotion short
2XqYY,6k1/1p3pp1/7p/5b2/P7/1B2pP2/2Pr1nPP/1NR3K1 w - - 0 31,b1d2 e3d2 c1f1 d2d1q f1d1 f2d1,1285,advancedPawn advantage endgame long pin promotion
2Xs6L,r1b1r1k1/ppp2ppp/1Pn3q1/6B1/3Pp3/1N3N2/PP3PPP/R2QR1K1 b - - 0 15,e4f3 e1e8,871,backRankMate hangingPiece mate mateIn1 middlegame oneMove
2Y22s,2b2R2/1r3pk1/p4Q2/q2N1p2/3n4/7P/PP3PP1/6K1 b - - 2 33,g7f8 f6h8,1406,endgame master mate mateIn1 oneMove
2Y5qu,r4rk1/ppp2ppp/1b1p1q2/4P3/2nN1Pb1/P1P1B3/1PQ3PP/RB3RK1 b - - 0 18,c4e3 c2h7,543,kingsideAttack mate mateIn1 middlegame oneMove
2YCjs,r1bq1rk1/1p2npp1/pb3n1p/6N1/2BP3R/P1NQ4/1PP3PP/5RK1 b - - 6 18,e7g6 g5f7 f8f7 d3g6 b6d4 g1h1,2508,advantage capturingDefender defensiveMove long middlegame pin
2YEVC,rn1q1r2/pppn1kp1/3b1pb1/3Qp3/6B1/3PP3/PPPB1P2/RN2K1NR b KQ - 0 14,f7e7 d5e6,897,mate mateIn1 oneMove opening
2YNiE,3r1B1k/6pp/p7/5p2/P1q1p3/4Q2P/5PP1/R1n4K b - - 0 29,c1d3 f8g7 h8g7 e3g5 g7f7 g5d8,1655,advantage attraction endgame fork long sacrifice
2YUH6,4r2Q/p1q3bp/nk3n2/Np2p3/4P1B1/8/PPP2PPP/3R1RK1 w - - 5 21,a5c4 b5c4 h8e8 f6e8,1744,advantage hangingPiece middlegame short trappedPiece
2YUMB,rn1qkb1r/pp3ppp/2p5/3nP3/2B3b1/2N2N2/PP3PPP/R1BQK2R b KQkq - 0 10,d5c3 c4f7 e8f7 d1d8,1455,attackingF2F7 crushing deflection opening short
2YkLj,r2q1rk1/pp1n1ppp/4p3/3pP1N1/3P1PPn/3Q4/PP1N3P/2R2RK1 b - - 2 15,h7h6 d3h7,456,mate mateIn1 middlegame oneMove
2Ykuo,2k3r1/1pp5/3b4/pP1p1p2/P2q3p/4N1rP/R3Q1P1/1N4RK w - - 0 31,e3f5 g3h3 g2h3 g8g1,1510,discoveredAttack kingsideAttack mate mateIn2 middlegame pillsburysMate short
2Ylol,r1b2r2/pp1nb1pk/1q2p3/3pp1N1/2p2B1P/2P1P3/PP3PP1/1R1QK2R b K - 1 15,e7g5 h4g5 h7g8 d1h5,2062,advantage defensiveMove discoveredAttack discoveredCheck middlegame short
2Yo8j,3r4/1Qpq1kb1/4p3/N3Pppp/4p3/P3P3/1PP2PPP/R5K1 w - - 1 20,b7c6 d7d1 a1d1 d8d1,813,backRankMate endgame mate mateIn2 sacrifice short
2YpA7,r2qkb1r/pp2p1pp/2n5/5p2/3p4/4P1N1/PPP1QPPP/R1B1K2R w KQkq - 2 11,g3f5 d8a5 b2b4 a5f5,1477,advantage fork middlegame short
2Yr15,8/3Pk3/2p1B2p/1p3Pp1/2pbK1P1/7P/P7/8 b - - 1 47,c4c3 e4d4 c3c2 f5f6,2120,bishopEndgame crushing endgame hangingPiece short
2Yukk,8/7k/2p4p/p1b5/2p3p1/1P1b1rP1/PB1R1P2/2R3K1 w - - 6 38,b3c4 f3g3 g1h2 g3h3,1543,crushing endgame master masterVsMaster pin short
2Ywbt,8/4kp2/4p3/4P1P1/1PpP1P2/p1Kb1NP1/8/8 w - - 0 37,f3d2 a3a2 c3b2 c4c3 b2c3 a2a1q,1060,advancedPawn advantage attraction deflection endgame long promotion
2Z3o5,6rk/1pp2q2/p2p3b/2PPp2p/P4p1Q/6PP/1P3P2/3R1RK1 w - - 0 31,c5d6 h6g5 h4g5 g8g5,1697,crushing endgame master masterVsMaster short trappedPiece
2Z7WJ,8/1p6/p1kP4/2P2K2/3r3p/4p3/PPR4P/8 w - - 0 43,f5e6 d4e4 e6f5 e3e2 f5e4 e2e1q,2035,advancedPawn advantage endgame long master promotion rookEndgame
2ZAB8,8/1p4pk/1p5p/2pP4/P1P5/1PK1R2P/1r3r2/6R1 w - - 3 40,e3e7 f2c2 c3d3 c2d2 d3e4 d2e2 e4f4 e2e7,2291,crushing endgame rookEndgame skewer veryLong
2ZNrq,r1br2k1/p1p2p2/4pbpQ/q3N3/3P4/1Pp5/2P1BPP1/1K1R3R b - - 1 21,a5a3 h6h7 g8f8 h7f7,1350,kingsideAttack master masterVsMaster mate mateIn2 middlegame short
2ZRv5,4k1nr/1p3ppp/p3p3/3p4/1b1P1B2/1P6/4QPPP/qN3RK1 b k - 0 16,a1d4 f4e5 d4e4 e2e4 d5e4 e5g7 g8e7 g7h8,1530,crushing middlegame trappedPiece veryLong
2ZUHD,5r1k/6pp/8/3p1r2/P1p2q2/7Q/2R3PP/3R1BK1 w - - 2 32,c2c1 f4f2 g1h1 f2f1 d1f1 f5f1 c1f1 f8f1,1388,backRankMate deflection mate mateIn4 middlegame veryLong
2ZWus,1r2k3/2p4R/p2bP1pB/3P4/4n1P1/1p6/8/1N4K1 b - - 0 34,a6a5 h7h8 e8e7 h8b8,973,crushing endgame short skewer
2Zkul,8/6kp/6p1/2P5/1P6/R5P1/P1r4r/KR6 w - - 5 37,a3b3 c2a2,653,endgame mate mateIn1 oneMove rookEndgame
2a86t,rn2kb2/4qp1r/2pP4/1b2p1p1/p7/1B1P1QP1/PPP2RPP/5RK1 b q - 0 22,e7d7 b3f7 h7f7 f3h5 a8a7 f2f7 d7f7 f1f7 a7f7 h5g6,2724,advantage attackingF2F7 attraction discoveredAttack middlegame sacrifice veryLong
2a9c3,8/1P6/K1P1k3/8/8/8/2P3p1/6b1 b - - 1 51,g1b6 b7b8q g2g1q b8b6,1598,advancedPawn crushing endgame master promotion short
2aCj3,8/4kr2/5q2/5p2/6pP/4Q1P1/5PK1/1B6 b - - 5 65,f6e6 e3e6 e7e6 b1a2 e6e7 a2f7,1786,attraction crushing endgame exposedKing long master skewer
2aHPS,1k6/4R3/1K6/2p5/5p2/1P3P1p/P1P2r2/8 b - - 0 32,f2c2 e7e8,1160,endgame mate mateIn1 oneMove rookEndgame
2aP8h,6k1/5p2/5Qpp/8/q7/4B3/2r2PPP/2R3K1 w - - 2 30,e3h6 c2c1 h6c1 a4d1,687,backRankMate clearance endgame mate mateIn2 short
2aStz,r3k2r/pp3ppp/2pQ1n2/2n5/P3p3/1P3B1P/2q2PP1/2R1R1K1 b kq - 1 18,c2b3 c1c5 b3e6 c5e5 e6e5 d6e5,1964,crushing hangingPiece long middlegame pin
2aU7c,5k2/8/5PpP/5B2/p7/6K1/1r6/8 b - - 0 53,g6f5 h6h7 f5f4 g3h3 f8f7 h7h8q,1854,advancedPawn crushing defensiveMove endgame long promotion rookEndgame
